Model,Feature_Selection,Dimensionality_Reduction_Technique,CV MSE Mean,CV MSE SD,CV MAE Mean,CV MAE SD,Final MSE,Final MAE
LR,None,None,222.4219567244811,256.53326402093643,7.824552884380504,3.7655743002970463,13.282550740697191,2.746749267976847
LR,ANOVA1,None,38.239523153381086,17.056943348437404,4.744588986061197,1.5416179544798447,11.715076429096257,2.319337586430644
LR,ANOVA2,None,53.634959431389234,16.98514246452317,5.434450936383674,1.3098355100694148,13.245400495908783,2.5237060117888386
LR,ANOVA3,None,45.299580539438765,17.943679438863814,4.920572111208929,1.2148353020265616,12.099290668423798,2.6127334214658386
LR,CHISQ1,None,38.239523153381086,17.056943348437404,4.744588986061197,1.5416179544798447,11.715076429096257,2.319337586430644
LR,CHISQ2,None,45.09685012438911,18.342584334327793,5.222385014326576,1.5026353706928552,13.245400495908783,2.5237060117888386
LR,CHISQ3,None,45.299580539438765,17.943679438863814,4.920572111208929,1.2148353020265616,12.099290668423798,2.6127334214658386
LR,MIT1,None,38.239523153381086,17.056943348437404,4.744588986061197,1.5416179544798447,11.715076429096257,2.319337586430644
LR,MIT2,None,45.09685012438911,18.342584334327793,5.222385014326576,1.5026353706928552,13.245400495908783,2.5237060117888386
LR,MIT3,None,45.299580539438765,17.943679438863814,4.920572111208929,1.2148353020265616,12.099290668423798,2.6127334214658386
LR,PCR1,None,38.239523153381086,17.056943348437404,4.744588986061197,1.5416179544798447,11.715076429096257,2.319337586430644
LR,PCR2,None,45.09685012438911,18.342584334327793,5.222385014326576,1.5026353706928552,13.245400495908783,2.5237060117888386
LR,PCR3,None,97.02093766544228,97.21689630578432,6.485481073279404,2.3038462330958085,14.153409596186751,2.643960962559297
LR,RFE1,None,38.239523153381086,17.056943348437404,4.744588986061197,1.5416179544798447,11.715076429096257,2.319337586430644
LR,RFE2,None,42.16638886395483,16.830599464591824,4.8265102158995505,1.1717208924652764,13.424556256360878,2.8094963063901734
LR,RFE3,None,141.70563338632502,183.87452545327372,6.625246319940674,2.8877902790929904,14.275205806286168,2.8943152821342037
LR,None,DL1,28844.96258350499,16569.35607713823,116.20523185304594,29.48564371098817,27053.027608985114,127.03250356720072
LR,None,DL2,91736.12277017158,150568.33672775287,136.6434506085981,101.4424508747428,25607.932737566767,126.64891053020077
LR,None,DL3,118646.72125821836,142702.63209488432,171.7159170104765,76.65772208717755,25163.370994499906,124.02348725435652
LR,None,FA1,562.9903043104366,456.5002350694828,15.610800217152908,7.268004710033828,250.01765898437932,12.409030694138162
LR,None,FA2,2753.1295609205163,4383.359660896709,23.55179088948805,13.835593689454903,264.91227337200075,13.49325486460231
LR,None,FA3,1206.52137626815,1632.1023224455432,16.82970531273629,8.428888766757131,137.40698191420915,9.91611790041342
LR,None,ICA1,331.5244703762833,302.697615627742,12.061104447243059,4.966552223586368,178.50229498245844,10.283373565562577
LR,None,ICA2,1512.69672295903,2367.072586032543,16.455431176490933,10.137500539814837,17.430706816184696,3.2108564313195025
LR,None,ICA3,382.7827970306693,371.5139321253565,10.832620541655727,5.81010925277458,17.331745638701342,3.19001511851631
LR,None,IPCA1,332.23112611205704,305.38329985041975,12.017319898492197,5.0181065571489905,179.4031645787872,10.304475897503607
LR,None,IPCA2,1520.718692824858,2368.5204852723173,16.653053836741087,10.15169204159712,18.03201210179424,3.2957501493886587
LR,None,IPCA3,334.8026956004545,380.3698387231344,10.381855189699724,5.939808099915437,16.834126707581234,3.128962500745564
LR,None,KPCA1-2,430.15215003722295,522.95866339833,12.112856325758981,5.947693854599232,157.025075606861,9.536881660210799
LR,None,KPCA2-2,3272.3799225809357,5792.129382248488,19.316395150678858,16.316137474730493,15.902394226952234,3.0238934053642996
LR,None,KPCA3-2,345.38669202499807,501.1778048436105,9.695188807299171,6.414671718725933,15.948154707645042,3.037845974044151
LR,None,KPCA1-3,641.2652347628607,973.3355349939703,12.54575025180433,7.60746829665439,136.99554124259092,8.808274841341365
LR,None,KPCA2-3,7759.721677717027,14581.1792060081,24.513489950359876,26.80791620051792,14.860972139085943,2.8974396435650305
LR,None,KPCA3-3,785.5534294616216,849.347101074378,12.75485297168955,7.938555544288985,14.875618422536437,2.916469942492636
LR,None,KPCA1-4,1151.1456857239098,1818.8123416752528,14.819046178759232,9.567914452561473,118.70644211077092,8.111321391786811
LR,None,KPCA2-4,19204.43190003573,37209.86965011968,33.224580364917884,43.99053384108146,14.103852940352773,2.8063712557523854
LR,None,KPCA3-4,7044.5991485258655,12917.582346283558,23.36717086599245,25.97836149455149,14.018647612598503,2.8203854479652475
LR,None,KPCA1-5,2977.0437383417816,3663.2886263807413,20.360194296335532,14.66955533707218,102.33246322262175,7.4570335723280925
LR,None,KPCA2-5,47027.86134353817,92614.18972564126,46.653310340240076,70.55733742269724,13.534023434805498,2.7363661103808865
LR,None,KPCA3-5,59621.957624488496,117676.43787499607,51.176974142729165,79.92394242801454,13.31806626276801,2.73709785335147
LR,None,KPCA1-6,12409.385106549162,17170.361004430084,33.17783883243545,31.818691823049342,87.93221201620165,6.85308556113948
LR,None,KPCA2-6,104027.7700566946,206576.0653678315,64.41233131927221,106.5294347580794,13.09730781362277,2.683623169430066
LR,None,KPCA3-6,441395.2979819098,880633.8679839633,122.93765404923815,221.71620695984075,12.736737594767929,2.6670276819569425
LR,None,KPCA1-R,199.01343868732545,141.75138871210703,10.640498420819405,3.452289474435487,180.0567459703692,10.389807578549947
LR,None,KPCA2-R,169.92022443753473,128.79689318572682,8.686548870110709,4.168240321876534,24.38388472423423,3.762424042742764
